Rok dodania,Ticker,Ticker (Google),Kod ISIN,Kraj lub region inwestycji,Temat inwestycji,Pełna nazwa,Zarządzany przez,Typ,Rok powstania,Rezydentura (domicile),Replikacja,mBank,XTB,DM BOŚ,Opłata roczna,"Aktywa
(mln EUR)",Liczba instrumentów,Waluta funduszu (dywidend),Zabezpieczenie walutowe,Częstotliwość dywidend,DY 2019,DY 2020,DY 2021,DY 2022,DY 2023,DY 2024,Kurs,Waluta,MIN 1R,MAX 1R,NOW/MAX,MIN/MAX
2025,XUCD,FRA:XUCD,IE00BGQYRR35,USA,Akcje - tematyczne,XTRACKERS MSCI USA CONSUMER DISCRETIONARY UCITS ETF 1D,Xtrackers,Distributing,2017,Irlandia,Fizyczna,nie,tak,nie,"0,12%",453,50,USD,,Co 12M,,,"0,5%","0,6%","0,8%","0,6%",,,,,,
2025,XUCM,LON:XUCM,IE00BNC1G707,USA,Akcje - tematyczne,XTRACKERS MSCI USA COMMUNICATION SERVICES UCITS ETF 1D,Xtrackers,Distributing,2021,Irlandia,Fizyczna,nie,tak,nie,"0,12%",803,24,USD,,Co 12M,,,,"0,3%","0,9%","0,9%","87,58",USD,"58,32","89,28","98,1%","65,3%"
2025,ZPDD,FRA:ZPDD,IE00BWBXM278,USA,Akcje - tematyczne,SPDR S&P U.S. CONSUMER DISCRETIONARY SELECT SECTOR UCITS ETF USD,SPDR,Accumulating,2015,Irlandia,Fizyczna,nie,tak,nie,"0,15%",108,51,USD,,,,,,,,,,,,,,
2025,XUEN,FRA:XUEN,IE00BWBXM385,USA,Akcje - tematyczne,SPDR S&P U.S. CONSUMER STAPLES SELECT SECTOR UCITS ETF USD,SPDR,Accumulating,2015,Irlandia,Fizyczna,nie,tak,nie,"0,15%",220,38,USD,,,,,,,,,,,,,,
2025,ZPDU,FRA:ZPDU,IE00BWBXMB69,USA,Akcje - tematyczne,SPDR S&P U.S. UTILITIES SELECT SECTOR UCITS ETF USD,SPDR,Accumulating,2015,Irlandia,Fizyczna,nie,tak,nie,"0,15%",99,31,USD,,,,,,,,,,,,,,
2023,IUMS,LON:IUMS,IE00B4MKCJ84,USA,Akcje - wydobycie,ISHARES S&P 500 MATERIALS SECTOR UCITS ETF,iShares,Accumulating,2017,Irlandia,Fizyczna,tak,nie,nie,"0,15%",172,26,USD,,,,,,,,,"10,36",USD,"8,05","10,38","99,8%","77,6%"
2022,2B7B,FRA:2B7B,IE00B4MKCJ84,USA,Akcje - wydobycie,ISHARES S&P 500 MATERIALS SECTOR UCITS ETF,iShares,Accumulating,2017,Irlandia,Fizyczna,nie,tak,tak,"0,15%",172,26,USD,,,,,,,,,,,,,,
2025,ZPDM,FRA:ZPDM,IE00BWBXM831,USA,Akcje - wydobycie,SPDR S&P U.S. MATERIALS SELECT SECTOR UCITS ETF USD,SPDR,Accumulating,2015,Irlandia,Fizyczna,nie,tak,nie,"0,15%",29,26,USD,,,,,,,,,,,,,,
2025,UEQU,FRA:UEQU,IE00BWBXM831,USA,Akcje - wydobycie,SPDR S&P U.S. MATERIALS SELECT SECTOR UCITS ETF USD,SPDR,Accumulating,2015,Irlandia,Fizyczna,nie,tak,nie,"0,15%",29,26,USD,,,,,,,,,,,,,,
2024,WTEF,FRA:WTEF,IE000KF370H3,USA,"Mix (akcje, obligacje) - lev",WISDOMTREE US EFFICIENT CORE UCITS ETF USD UNHEDGED ACC,WisdomTree,Accumulating,2023,Irlandia,Fizyczna,tak,tak,tak,"0,20%",21,459,USD,,,,,,,,,,,,,,
2023,3TYL,LON:3TYL,IE00BKT09032,USA,Obligacje - lev,WISDOMTREE US TREASURIES 10Y 3X DAILY LEVERAGED,WisdomTree,Accumulating,2014,Irlandia,Synt.,nie,nie,tak,"0,30%",,,USD,,,,,,,,,,,,,,
2024,TL5S,LON:TL5S,XS2595672382,USA,Obligacje - lev - short,LEVERAGE SHARES -5X SHORT 20+ YEAR TREASURY BOND ETP SECURITIES,Leverage Shares,Accumulating,2023,Jersey,Synt.,nie,nie,tak,"6,78%",,,USD,,,,,,,,,,,,,,
2023,IMBA,LON:IMBA,IE00BYXYYN70,USA,Obligacje - zabezpieczone hipotekami,ISHARES US MORTGAGE BACKED SECURITIES UCITS ETF,iShares,Accumulating,2017,Irlandia,Fizyczna,tak,tak,nie,"0,28%",1 892,33,USD,,,,,,,,,"5,57",USD,"5,04","5,68","98,1%","88,7%"
2025,IMBS,LON:IMBS,IE00BZ6V7883,USA,Obligacje - zabezpieczone hipotekami,ISHARES US MORTGAGE BACKED SECURITIES UCITS ETF,iShares,Distributing,2016,Irlandia,Fizyczna,nie,tak,nie,"0,28%",778,33,USD,,Co 6M,"3,1%","2,6%","2,3%","2,1%","3,1%","3,6%","4,22",USD,"3,96","4,33","97,5%","91,5%"
2020,QDVP,FRA:QDVP,IE00BZ6V7883,USA,Obligacje - zabezpieczone hipotekami,ISHARES US MORTGAGE BACKED SECURITIES UCITS ETF,iShares,Distributing,2016,Irlandia,Fizyczna,tak,nie,nie,"0,28%",778,33,USD,,Co 6M,"3,1%","2,6%","2,3%","2,1%","3,1%","3,6%",,,,,,
2025,IS0Y,FRA:IS0Y,IE000WIQIPT2,USA,Obligacje antyinflacyjne,ISHARES USD TIPS 0-5 UCITS ETF EUR HEDGED (DIST),iShares,Distributing,2022,Irlandia,Fizyczna,nie,tak,nie,"0,12%",99,27,EUR,tak,Co 6M,,,,,"5,1%","6,7%",,,,,,
2020,IDTP,LON:IDTP,IE00B1FZSC47,USA,Obligacje antyinflacyjne,ISHARES USD TIPS UCITS,iShares,Accumulating,2006,Irlandia,Fizyczna,nie,tak,nie,"0,10%",2 125,49,USD,,,,,,,,,"254,85",USD,"237,14",259,"98,4%","91,6%"
2020,IUST,FRA:IUST,IE00B1FZSC47,USA,Obligacje antyinflacyjne,ISHARES USD TIPS UCITS ,iShares,Accumulating,2006,Irlandia,Fizyczna,tak,tak,nie,"0,10%",2 125,49,USD,,,,,,,,,,,,,,
2020,TPSA,AMS:TPSA,IE00B1FZSC47,USA,Obligacje antyinflacyjne,ISHARES USD TIPS UCITS ,iShares,Accumulating,2006,Irlandia,Fizyczna,nie,nie,tak,"0,10%",2 125,49,USD,,,,,,,,,"218,26",EUR,"210,27",237,"92,1%","88,7%"
2020,TIP5,LON:TIP5,IE00BDQYWQ65,USA,Obligacje antyinflacyjne,ISHARES USD TIPS 05 UCITS ,iShares,Distributing,2017,Irlandia,Fizyczna,nie,tak,tak,"0,10%",605,27,USD,,Co 6M,"3,4%","3,0%","0,4%","0,3%","4,9%","7,0%","4,94",USD,"4,92","5,15","95,9%","95,5%"
2020,SXRH,FRA:SXRH,IE00BDQYWQ65,USA,Obligacje antyinflacyjne,ISHARES USD TIPS 05 UCITS ,iShares,Distributing,2017,Irlandia,Fizyczna,tak,tak,nie,"0,10%",605,27,USD,,Co 6M,"3,4%","3,0%","0,4%","0,3%","4,9%","7,0%",,,,,,
2020,IBC5,FRA:IBC5,IE00BDZVH966,USA,Obligacje antyinflacyjne,ISHARES USD TIPS UCITS ETF EUR HEDGED (ACC),iShares,Accumulating,2018,Irlandia,Fizyczna,nie,tak,tak,"0,12%",402,49,EUR,tak,,,,,,,,,,,,,
2021,TINF,LON:TINF,IE00BMDWWS85,USA,Obligacje antyinflacyjne,TABULA US ENHANCED INFLATION UCITS ETF,Tabula,Accumulating,2020,Irlandia,Synt.,nie,nie,tak,"0,29%",5,,USD,,,,,,,,,"120,48",USD,"112,73","122,11","98,7%","92,3%"
2020,SYBY,FRA:SYBY,IE00BZ0G8977,USA,Obligacje antyinflacyjne,SPDR BARCLAYS U.S. TIPS UCITS ETF,SPDR,Distributing,2015,Irlandia,Fizyczna,nie,tak,tak,"0,17%",741,48,USD,,Co 6M,"1,8%","0,7%","3,7%","6,7%","4,0%","4,1%",,,,,,
2025,INFU,LON:INFU,LU1390062831,USA,Obligacje antyinflacyjne,AMUNDI US$ 10Y INFLATION EXPECTATIONS UCITS ETF - ACC,Amundi,Accumulating,2016,Luksemburg,Synt.,nie,tak,nie,"0,25%",145,,USD,,,,,,,,,"136,24",USD,"129,78","136,9","99,5%","94,8%"
2022,INFU,EPA:INFU,LU1390062831,USA,Obligacje antyinflacyjne,AMUNDI US$ 10Y INFLATION EXPECTATIONS UCITS ETF - ACC,Amundi,Accumulating,2016,Luksemburg,Synt.,nie,nie,tak,"0,25%",145,,USD,,,,,,,,,"116,47",EUR,"113,98","130,28","89,4%","87,5%"
2020,TIPU,LON:TIPU,LU1452600270,USA,Obligacje antyinflacyjne,AMUNDI CORE US TIPS UCITS,Amundi,Distributing,2016,Luksemburg,Fizyczna,tak,nie,tak,"0,09%",470,48,USD,,Co 12M,"0,8%","0,7%","0,6%","0,6%","0,7%","1,0%","116,45",USD,"109,53","119,13","97,8%","91,9%"
2025,TIPG,LON:TIPG,LU1452600270,USA,Obligacje antyinflacyjne,AMUNDI CORE US TIPS UCITS,Amundi,Distributing,2016,Luksemburg,Fizyczna,nie,tak,nie,"0,09%",470,48,USD,,Co 12M,"0,8%","0,7%","0,6%","0,6%","0,7%","1,0%","8 636,00",GBX,"8354,83",9118,"94,7%","91,6%"
2020,TIUP,FRA:TIUP,LU1452600270,USA,Obligacje antyinflacyjne,AMUNDI CORE US TIPS UCITS,Amundi,Distributing,2016,Luksemburg,Fizyczna,tak,nie,nie,"0,09%",470,48,USD,,Co 12M,"0,8%","0,7%","0,6%","0,6%","0,7%","1,0%",,,,,,
2025,TIPH,LON:TIPH,LU1452600601,USA,Obligacje antyinflacyjne,AMUNDI US TIPS GOVERNMENT INFLATION-LINKED BOND UCITS ETF GBP HEDGED DIST,Amundi,Distributing,2017,Luksemburg,Fizyczna,nie,tak,nie,"0,12%",695,48,GBP,tak,Co 12M,,,"0,6%","0,6%","0,7%","1,0%","109,33",GBP,"103,06","112,29","97,4%","91,8%"
2025,UBTS,LON:UBTS,LU1459801434,USA,Obligacje antyinflacyjne,UBS CORE BBG TIPS 1-10 UCITS ETF USD DIS,UBS,Distributing,2016,Luksemburg,Fizyczna,nie,tak,nie,"0,08%",59,32,USD,,Co 6M,,,"3,1%","6,5%","4,4%","4,5%","897,75",GBX,"876,25","960,75","93,4%","91,2%"
2025,UBTP,LON:UBTP,LU1459801947,USA,Obligacje antyinflacyjne,UBS CORE BBG TIPS 1-10 UCITS ETF HGBP ACC,UBS,Accumulating,2016,Luksemburg,Fizyczna,nie,tak,nie,"0,11%",43,32,GBP,tak,,,,,,,,"1 582,23",GBX,"1473,5","1592,5","99,4%","92,5%"
2025,UIMB,FRA:UIMB,LU1459802754,USA,Obligacje antyinflacyjne,UBS BBG TIPS 10+ UCITS ETF USD DIS,UBS,Distributing,2016,Luksemburg,Fizyczna,nie,tak,nie,"0,10%",68,16,USD,,Co 6M,,,"2,8%","6,0%","5,9%","5,2%",,,,,,
2020,T10G,LON:T10G,LU1459803133,USA,Obligacje antyinflacyjne,UBS ETF BLOOMBERG BARCLAYS TIPS 10+ UCI ETF USD,UBS,Distributing,2019,Luksemburg,Fizyczna,nie,tak,nie,"0,13%",43,16,GBP,tak,Co 6M,"1,6%","0,8%","2,3%","5,8%","5,9%","5,7%","868,65",GBX,"818,42","947,9","91,6%","86,3%"
2025,SJHY,LON:SJHY,IE0004TYCC17,USA,Obligacje korporacyjne,SPDR BLMBRG SASB U.S. HIGH YIELD CORPORATE ESG UCITS,SPDR,Accumulating,2024,Irlandia,Fizyczna,nie,nie,tak,"0,57%",,,USD,,,,,,,,,"11,64",USD,"10,36","11,64","100,0%","89,0%"
2025,EM1A,FRA:EM1A,IE000J6CHW80,USA,Obligacje korporacyjne,VANECK US FALLEN ANGEL HIGH YIELD BOND UCITS ETF A,VanEck,Accumulating,2023,Irlandia,Fizyczna,nie,tak,nie,"0,35%",53,125,USD,,,,,,,,,,,,,,
2020,LQDE,LON:LQDE,IE0032895942,USA,Obligacje korporacyjne,ISHARES USD CORPORATE BOND UCITS ,iShares,Distributing,2003,Irlandia,Fizyczna,tak,tak,nie,"0,20%",3 347,2 897,USD,,Co 3M,"3,9%","2,9%","2,8%","3,1%","4,6%","5,0%","102,85",USD,"96,5","110,85","92,8%","87,1%"
2020,IBCD,FRA:IBCD,IE0032895942,USA,Obligacje korporacyjne,ISHARES USD CORPORATE BOND UCITS ,iShares,Distributing,2003,Irlandia,Fizyczna,tak,tak,nie,"0,20%",3 347,2 897,USD,,Co 3M,"3,9%","2,9%","2,8%","3,1%","4,6%","5,0%",,,,,,
2020,LQDA,AMS:LQDA,IE0032895942,USA,Obligacje korporacyjne,ISHARES USD CORPORATE BOND UCITS ,iShares,Distributing,2003,Irlandia,Fizyczna,nie,nie,tak,"0,20%",3 347,2 897,USD,,Co 3M,"3,9%","2,9%","2,8%","3,1%","4,6%","5,0%","87,81",EUR,"85,4","99,08","88,6%","86,2%"
2020,IHYU,LON:IHYU,IE00B4PY7Y77,USA,Obligacje korporacyjne,ISHARES USD HIGH YIELD CORPORATE BOND UCITS ,iShares,Distributing,2011,Irlandia,Fizyczna,tak,tak,nie,"0,50%",2 256,1 274,USD,,Co 6M,"5,9%","4,7%","4,7%","4,2%","5,6%","6,6%","96,29",USD,"90,7","103,58","93,0%","87,6%"
2020,IS0R,FRA:IS0R,IE00B4PY7Y77,USA,Obligacje korporacyjne,ISHARES USD HIGH YIELD CORPORATE BOND UCITS ,iShares,Distributing,2011,Irlandia,Fizyczna,tak,tak,tak,"0,50%",2 256,1 274,USD,,Co 6M,"5,9%","4,7%","4,7%","4,2%","5,6%","6,6%",,,,,,
2024,STHY,LON:STHY,IE00B7N3YW49,USA,Obligacje korporacyjne,PIMCO US SHTRM HY C BD IDX UCITS ,PIMCO,Distributing,2012,Irlandia,Fizyczna,nie,tak,nie,"0,55%",276,739,USD,,Co 1M,"5,5%","4,8%","4,7%","4,9%","6,6%","7,8%","95,64",USD,"88,46","96,57","99,0%","91,6%"
2023,SJNK,LON:SJNK,IE00B99FL386,USA,Obligacje korporacyjne,SPDR BLOOMBERG SASB U.S. HIGH YIELD CORPORATE ESG UCITS ETF,SPDR,Distributing,2013,Irlandia,Fizyczna,tak,tak,tak,"0,30%",167,604,USD,,Co 6M,"5,9%","5,5%","5,5%","4,9%","6,5%","7,5%","41,87",USD,"38,17","42,76","97,9%","89,3%"
2025,SYBK,FRA:SYBK,IE00B99FL386,USA,Obligacje korporacyjne,SPDR BLOOMBERG SASB U.S. HIGH YIELD CORPORATE ESG UCITS ETF,SPDR,Distributing,2013,Irlandia,Fizyczna,nie,tak,nie,"0,30%",167,604,USD,,Co 6M,"5,9%","5,5%","5,5%","4,9%","6,5%","7,5%",,,,,,
2020,LQDH,LON:LQDH,IE00BCLWRB83,USA,Obligacje korporacyjne,ISHARES USD CORPORATE BOND INTEREST RATE HEDGED UCITS ETF,iShares,Distributing,2013,Irlandia,Fizyczna,nie,nie,tak,"0,25%",59,2 552,USD,,Co 3M,"3,8%","2,4%","1,7%","2,0%","5,0%","5,8%","104,65",USD,"99,27","107,07","97,7%","92,7%"
2020,SDIG,LON:SDIG,IE00BCRY5Y77,USA,Obligacje korporacyjne,ISHARES USD SHORT DURATION CORPORATE BOND UCITS,iShares,Distributing,2013,Irlandia,Fizyczna,nie,nie,tak,"0,20%",1 353,2 886,USD,,Co 3M,"2,8%","2,2%","1,6%","1,7%","3,1%","4,2%","100,92",USD,"98,58","102,27","98,7%","96,4%"
2020,IS3J,FRA:IS3J,IE00BCRY5Y77,USA,Obligacje korporacyjne,ISHARES USD SHORT DURATION CORPORATE BOND UCITS,iShares,Distributing,2013,Irlandia,Fizyczna,tak,tak,nie,"0,20%",1 353,2 886,USD,,Co 3M,"2,8%","2,2%","1,6%","1,7%","3,1%","4,2%",,,,,,
2024,SDHY,LON:SDHY,IE00BCRY6003,USA,Obligacje korporacyjne,ISHARES USD SHORT DURATION HIGH YIELD CORP BOND UCIITS ,iShares,Distributing,2013,Irlandia,Fizyczna,nie,nie,tak,"0,45%",701,1 165,USD,,Co 6M,"5,6%","4,7%","4,6%","4,0%","5,5%","6,7%","87,99",USD,"83,5","90,86","96,8%","91,9%"
2020,IS3K,FRA:IS3K,IE00BCRY6003,USA,Obligacje korporacyjne,ISHARES USD SHORT DURATION HIGH YIELD CORP BOND UCIITS ,iShares,Distributing,2013,Irlandia,Fizyczna,tak,tak,nie,"0,45%",701,1 165,USD,,Co 6M,"5,6%","4,7%","4,6%","4,0%","5,5%","6,7%",,,,,,
2024,HYFA,LON:HYFA,IE00BD0Q9673,USA,Obligacje korporacyjne,INVESCO US HIGH YIELD FALLEN ANGELS UCITS ETF DIST,Invesco,Distributing,2016,Irlandia,Fizyczna,nie,nie,tak,"0,45%",80,76,USD,,Co 3M,"6,5%","5,9%","5,0%","4,7%","6,7%","7,1%","21,85",USD,"20,2","22,58","96,8%","89,5%"
2025,JPST,LON:JPST,IE00BDFC6Q91,USA,Obligacje korporacyjne,JPM USD ULTRA-SHORT INCOME UCITS ,J.P. Morgan,Distributing,2018,Irlandia,Fizyczna,tak,nie,nie,"0,18%",89,403,USD,,Co 1M,,"1,9%","0,7%","1,3%","4,4%","5,4%","101,85",USD,"100,74","102,37","99,5%","98,4%"
2024,JPPS,FRA:JPPS,IE00BDFC6Q91,USA,Obligacje korporacyjne,JPM USD ULTRA-SHORT INCOME UCITS ,J.P. Morgan,Distributing,2018,Irlandia,Fizyczna,nie,tak,nie,"0,18%",89,403,USD,,Co 1M,,"1,9%","0,7%","1,3%","4,4%","5,4%",,,,,,
2020,FLOA,LON:FLOA,IE00BDFGJ627,USA,Obligacje korporacyjne,ISHARES $ FLOATING RATE BOND UCITS ETF USD  ,iShares,Accumulating,2018,Irlandia,Fizyczna,tak,tak,tak,"0,10%",2 642,451,USD,,,,,,,,,"6,44",USD,"6,05","6,47","99,5%","93,5%"
2024,XUHY,LON:XUHY,IE00BDR5HM97,USA,Obligacje korporacyjne,XTRACKERS USD HIGH YIELD CORPORATE BOND UCITS ETF,Xtrackers,Distributing,2018,Irlandia,Fizyczna,nie,nie,tak,"0,20%",471,780,USD,,Co 3M,"5,5%","5,4%","9,7%","5,1%","6,1%","7,7%","13,10",USD,"12,05","13,25","98,9%","90,9%"
2025,XUHY,FRA:XUHY,IE00BDR5HM97,USA,Obligacje korporacyjne,XTRACKERS USD HIGH YIELD CORPORATE BOND UCITS ETF,Xtrackers,Distributing,2018,Irlandia,Fizyczna,nie,tak,nie,"0,20%",471,780,USD,,Co 3M,"5,5%","5,4%","9,7%","5,1%","6,1%","7,7%",,,,,,
2025,SXRR,FRA:SXRR,IE00BF11F458,USA,Obligacje korporacyjne,ISHARES USD FLOATING RATE BOND UCITS ETF EUR HEDGED,iShares,Distributing,2017,Irlandia,Fizyczna,nie,tak,nie,"0,12%",66,451,EUR,tak,Co 6M,,,"0,6%","1,5%","5,5%","6,0%",,,,,,
2020,LQEE,LON:LQEE,IE00BF3N6Y61,USA,Obligacje korporacyjne,ISHARES USD CORPORATE BOND UCITS ETF EUR HEDGED (DIST),iShares,Distributing,2017,Irlandia,Fizyczna,nie,nie,tak,"0,25%",209,2 897,EUR,tak,Co 3M,"3,4%","2,7%","2,2%","2,9%","4,7%","4,8%","3,71",EUR,"3,56","3,84","96,6%","92,7%"
2024,EFRN,FRA:EFRN,IE00BF5GB717,USA,Obligacje korporacyjne,ISHARES $ FLOATING RATE BD UCITS ,iShares,Distributing,2018,Irlandia,Fizyczna,nie,tak,nie,"0,10%",759,132,EUR,,Co 6M,,"0,0%",,,"3,0%","4,2%",,,,,,
2024,HYUS,LON:HYUS,IE00BG0J4957,USA,Obligacje korporacyjne,"ISHARES BROAD $ HIGH YIELD CORP BOND UCITS ETF, USD DIST",iShares,Distributing,2022,Irlandia,Fizyczna,nie,nie,tak,"0,20%",1 578,1 924,USD,,Co 6M,,,,,"6,2%","7,6%","4,90",USD,"4,5","4,93","99,4%","91,3%"
2025,UDHY,FRA:UDHY,IE00BG0J4957,USA,Obligacje korporacyjne,"ISHARES BROAD $ HIGH YIELD CORP BOND UCITS ETF, USD DIST",iShares,Distributing,2022,Irlandia,Fizyczna,nie,tak,nie,"0,20%",1 578,1 924,USD,,Co 6M,,,,,"6,2%","7,6%",,,,,,
2025,IBC3,FRA:IBC3,IE00BG5QQ390,USA,Obligacje korporacyjne,ISHARES USD CORPORATE BOND ESG SRI 0-3YR UCITS ETF EUR HEDGED (ACC),iShares,Accumulating,2019,Irlandia,Fizyczna,nie,tak,nie,"0,14%",272,1 564,EUR,tak,,,,,,,,,,,,,
2024,ERNA,LON:ERNA,IE00BGCSB447,USA,Obligacje korporacyjne,ISHARES USD ULTRASHORT BOND UCITS ETF USD (ACC),iShares,Accumulating,2018,Irlandia,Fizyczna,nie,tak,tak,"0,09%",1 346,765,USD,,,,,,,,,"6,27",USD,"5,96","6,31","99,4%","94,5%"
2020,VDCA,LON:VDCA,IE00BGYWSV06,USA,Obligacje korporacyjne,VANGUARD USD CORPORATE 1-3 YEAR BOND UCITS ETF,Vanguard,Accumulating,2019,Irlandia,Fizyczna,nie,tak,tak,"0,09%",2 058,1 813,USD,,,,,,,,,"61,19",USD,"57,1","62,49","97,9%","91,4%"
2023,36BA,FRA:36BA,IE00BH4G7D40,USA,Obligacje korporacyjne,ISHARES USD CORPORATE BOND ESG SRI UCITS ETF EUR HEDGED (DIST),iShares,Distributing,2020,Irlandia,Fizyczna,tak,tak,nie,"0,17%",1 163,5 023,EUR,tak,Co 6M,,,"1,7%","2,4%","4,2%","4,6%",,,,,,
2025,FAEU,FRA:FAEU,IE00BYVTMZ20,USA,Obligacje korporacyjne,INVESCO US HIGH YIELD FALLEN ANGELS UCITS ETF EUR HEDGED ACC,Invesco,Accumulating,2017,Irlandia,Fizyczna,nie,tak,nie,"0,50%",6,76,EUR,tak,,,,,,,,,,,,,
2020,LQDA,LON:LQDA,IE00BYXYYJ35,USA,Obligacje korporacyjne,ISHARES $ CORP BOND UCITS ETF USD  ,iShares,Accumulating,2017,Irlandia,Fizyczna,tak,tak,tak,"0,20%",3 470,2 897,USD,,,,,,,,,"6,29",USD,"5,68","6,41","98,1%","88,6%"
2020,IHYA,LON:IHYA,IE00BYXYYL56,USA,Obligacje korporacyjne,ISHARES $ HY CORP BOND UCITS ETF USD,iShares,Accumulating,2017,Irlandia,Fizyczna,tak,tak,tak,"0,50%",2 090,1 274,USD,,,,,,,,,"7,38",USD,"6,53","7,42","99,5%","88,0%"
2020,SDIA,LON:SDIA,IE00BYXYYP94,USA,Obligacje korporacyjne,ISHARES $ SHORT DURATION CORP BD UCITS ETF USD ,iShares,Accumulating,2017,Irlandia,Fizyczna,tak,tak,tak,"0,20%",4 569,2 886,USD,,,,,,,,,"6,31",USD,"5,91","6,33","99,7%","93,4%"
2020,XDGU,LON:XDGU,IE00BZ036H21,USA,Obligacje korporacyjne,XTRACKERS USD CORPORATE BOND UCITS ETF,Xtrackers,Distributing,2015,Irlandia,Fizyczna,nie,nie,tak,"0,12%",752,3 091,USD,,Co 3M,"3,4%","3,9%","5,9%","3,2%","4,1%","5,5%","12,98",USD,"12,14","13,3","97,6%","91,3%"
2025,XDGU,FRA:XDGU,IE00BZ036H21,USA,Obligacje korporacyjne,XTRACKERS USD CORPORATE BOND UCITS ETF,Xtrackers,Distributing,2015,Irlandia,Fizyczna,nie,tak,nie,"0,12%",752,3 091,USD,,Co 3M,"3,4%","3,9%","5,9%","3,2%","4,1%","5,5%",,,,,,
2020,FLOT,LON:FLOT,IE00BZ048462,USA,Obligacje korporacyjne,ISHARES USD FLOATING RATE BOND UCITS ETF,iShares,Distributing,2017,Irlandia,Fizyczna,nie,tak,nie,"0,10%",359,451,USD,,Co 6M,"3,0%","1,5%","0,6%","1,4%","5,3%","6,3%","5,04",USD,"4,97","5,16","97,7%","96,3%"
2020,QDVY,FRA:QDVY,IE00BZ048462,USA,Obligacje korporacyjne,ISHARES USD FLOATING RATE BOND UCITS ETF,iShares,Distributing,2017,Irlandia,Fizyczna,tak,tak,tak,"0,10%",359,451,USD,,Co 6M,"3,0%","1,5%","0,6%","1,4%","5,3%","6,3%",,,,,,
2025,SUSU,LON:SUSU,IE00BZ048579,USA,Obligacje korporacyjne,ISHARES USD CORP BOND 0-3YR ESG UCITS ETF,iShares,Distributing,2018,Irlandia,Fizyczna,nie,tak,nie,"0,12%",401,1 564,USD,,Co 6M,,"2,3%","0,9%","1,6%","3,9%","4,9%","5,02",USD,"4,94","5,16","97,3%","95,7%"
2023,SNAV,FRA:SNAV,IE00BZ048579,USA,Obligacje korporacyjne,ISHARES USD CORP BOND 0-3YR ESG UCITS ETF,iShares,Distributing,2018,Irlandia,Fizyczna,tak,nie,nie,"0,12%",401,1 564,USD,,Co 6M,,"2,3%","0,9%","1,6%","3,9%","4,9%",,,,,,
2020,HLQD,LON:HLQD,IE00BZ173W74,USA,Obligacje korporacyjne,ISHARES USD CORPORATE BOND INTEREST RATE HEDGED UCITS ETF USD (ACC),iShares,Accumulating,2018,Irlandia,Fizyczna,nie,nie,tak,"0,25%",91,2 552,USD,,,,,,,,,"7,14",USD,"6,53","7,18","99,4%","90,9%"
2020,SDHA,LON:SDHA,IE00BZ17CN18,USA,Obligacje korporacyjne,ISHARES $ SHORT DURATION HIGH YIELD CORP BOND UCITS ETF,iShares,Accumulating,2018,Irlandia,Fizyczna,nie,tak,tak,"0,45%",811,1 165,USD,,,,,,,,,"7,14",USD,"6,37","7,16","99,7%","89,0%"
2025,UC81,LON:UC81,LU1048314949,USA,Obligacje korporacyjne,UBS BBG US LIQUID CORP 1-5 UCITS ETF USD DIS,UBS,Distributing,2014,Luksemburg,Fizyczna,nie,tak,nie,"0,16%",219,216,USD,,Co 6M,,,"1,6%","1,4%","3,3%","4,9%","1 047,43",GBX,"1019,5","1143,25","91,6%","89,2%"
2025,UC82,LON:UC82,LU1048315326,USA,Obligacje korporacyjne,UBS BBG US LIQUID CORP 1-5 UCITS ETF HGBP DIS,UBS,Distributing,2014,Luksemburg,Fizyczna,nie,tak,nie,"0,19%",18,216,GBP,tak,Co 6M,,,"1,5%","1,4%","3,2%","5,6%","1 269,92",GBX,"1218,22","1281,24","99,1%","95,1%"
2025,UC84,LON:UC84,LU1048316647,USA,Obligacje korporacyjne,UBS CORE BBG US LIQUID CORP UCITS ETF USD DIS,UBS,Distributing,2014,Luksemburg,Fizyczna,nie,tak,nie,"0,06%",77,587,USD,,Co 6M,,,"2,3%","2,4%","4,3%","4,6%","1 126,50",GBX,1084,"1211,5","93,0%","89,5%"
2025,UC85,LON:UC85,LU1048317298,USA,Obligacje korporacyjne,UBS CORE BBG US LIQUID CORP UCITS ETF HGBP DIS,UBS,Distributing,2014,Luksemburg,Fizyczna,nie,tak,nie,"0,09%",154,587,GBP,tak,Co 6M,,,"2,2%","2,4%","4,2%","4,0%","1 419,50",GBX,"1334,5",1430,"99,3%","93,3%"
2025,UC98,LON:UC98,LU1215461085,USA,Obligacje korporacyjne,UBS BBG MSCI US LIQUID CORP SUSTAINABLE UCITS ETF USD DIS,UBS,Distributing,2015,Luksemburg,Fizyczna,nie,tak,nie,"0,13%",58,399,USD,,Co 6M,,,"2,0%","2,1%","3,9%","4,9%","1 128,50",GBX,"1084,5",1221,"92,4%","88,8%"
2025,UET0,FRA:UET0,LU1215461325,USA,Obligacje korporacyjne,UBS BBG MSCI US LIQUID CORP SUSTAINABLE UCITS ETF HEUR ACC,UBS,Accumulating,2015,Luksemburg,Fizyczna,nie,tak,nie,"0,16%",250,399,EUR,tak,,,,,,,,,,,,,
